Customer_ID,Customer_Name,Age,Gender,State,Account_Type,Account_Balance_NGN,Monthly_Income_NGN,Employment_Status,Years_With_Bank,Has_Loan,Loan_Type,Loan_Amount_NGN,Credit_Score,Monthly_Transactions,Digital_Banking_User,Account_Opening_Date
NB_000470,Customer_470,74,Female,Anambra,Savings,170157,73652,Employed,0.6,False,,0,757,12,True,2013-04-14 08:43:42.111055520
NB_000471,Customer_471,58,Male,Kaduna,Current,21445,124939,Employed,0.1,False,,0,705,14,False,2013-04-16 22:06:10.985492736
NB_000472,Customer_472,33,Male,Anambra,Savings,803486,219011,Employed,0.5,False,,0,758,11,True,2013-04-19 11:28:39.859929952
NB_000473,Customer_473,51,Male,Anambra,Current,61895,367780,Employed,2.5,True,,123672,644,12,True,2013-04-22 00:51:08.734367184
NB_000474,Customer_474,42,Male,Delta,Fixed Deposit,558169,179823,Employed,4.8,False,,0,684,17,False,2013-04-24 14:13:37.608804400
NB_000475,Customer_475,25,Female,Edo,Savings,171804,424005,Employed,0.1,False,,0,743,8,True,2013-04-27 03:36:06.483241616
NB_000476,Customer_476,51,Male,Oyo,Savings,334634,311916,Self-Employed,7.7,False,,0,526,9,False,2013-04-29 16:58:35.357678832
NB_000477,Customer_477,22,Female,Lagos,Savings,190334,301344,Employed,2.1,False,,0,420,18,True,2013-05-02 06:21:04.232116048
NB_000478,Customer_478,26,Female,Edo,Student,13192,111072,Employed,6.7,True,,650978,831,14,False,2013-05-04 19:43:33.106553264
NB_000479,Customer_479,50,Male,Edo,Current,3105148,999240,Self-Employed,16.5,False,,0,696,12,True,2013-05-07 09:06:01.980990480
NB_000480,Customer_480,36,Female,Oyo,Current,293103,85531,Student,0.7,False,,0,708,21,True,2013-05-09 22:28:30.855427712
NB_000481,Customer_481,49,Male,Osun,Savings,4550373,868213,Unemployed,6.1,False,,0,763,13,True,2013-05-12 11:50:59.729864928
NB_000482,Customer_482,36,Female,Rivers,Savings,123955,2575670,Self-Employed,0.9,False,,0,782,17,True,2013-05-15 01:13:28.604302144
NB_000483,Customer_483,21,Male,Oyo,Current,107658,72886,Employed,0.4,False,,0,694,17,True,2013-05-17 14:35:57.478739360
NB_000484,Customer_484,49,Female,Kaduna,Student,222295,1655187,Self-Employed,0.1,False,,0,704,11,True,2013-05-20 03:58:26.353176576
NB_000485,Customer_485,21,Female,Kano,Savings,211616,65304,Student,4.0,True,,1477044,655,24,True,2013-05-22 17:20:55.227613792
NB_000486,Customer_486,18,Male,Imo,Savings,302177,1686550,Self-Employed,2.4,False,,0,616,7,True,2013-05-25 06:43:24.102051024
NB_000487,Customer_487,21,Male,Anambra,Current,240737,148461,Employed,2.0,False,,0,585,13,True,2013-05-27 20:05:52.976488240
NB_000488,Customer_488,51,Male,Edo,Savings,85738,499959,Unemployed,8.3,False,,0,441,8,True,2013-05-30 09:28:21.850925456
NB_000489,Customer_489,45,Male,Imo,Savings,175756,231120,Retired,5.2,False,,0,746,16,False,2013-06-01 22:50:50.725362672
NB_000490,Customer_490,33,Male,Kaduna,Current,124093,383085,Employed,0.1,True,,2226990,585,12,False,2013-06-04 12:13:19.599799888
NB_000491,Customer_491,40,Female,Lagos,Savings,72134,144241,Self-Employed,0.1,False,,0,631,24,False,2013-06-07 01:35:48.474237104
NB_000492,Customer_492,60,Male,Edo,Current,165402,784794,Self-Employed,0.6,True,,5227070,428,21,True,2013-06-09 14:58:17.348674336
NB_000493,Customer_493,72,Male,Delta,Student,215735,581846,Self-Employed,0.5,False,,0,734,17,False,2013-06-12 04:20:46.223111552
NB_000494,Customer_494,38,Female,Kaduna,Student,535465,45592,Employed,8.6,False,,0,604,22,True,2013-06-14 17:43:15.097548768
NB_000495,Customer_495,49,Female,Edo,Savings,774463,270537,Employed,18.2,True,,1248298,693,14,False,2013-06-17 07:05:43.971985984
NB_000496,Customer_496,27,Female,Lagos,Savings,225317,1743770,Retired,6.7,True,,2739240,738,26,True,2013-06-19 20:28:12.846423200
NB_000497,Customer_497,67,Female,Lagos,Fixed Deposit,156492,122453,Self-Employed,8.3,False,,0,776,16,False,2013-06-22 09:50:41.720860416
NB_000498,Customer_498,42,Male,Imo,Savings,148534,2617556,Self-Employed,1.4,False,,0,574,16,True,2013-06-24 23:13:10.595297648
NB_000499,Customer_499,52,Female,Rivers,Savings,147244,69618,Employed,0.3,False,,0,661,14,False,2013-06-27 12:35:39.469734864
NB_000500,Customer_500,43,Male,Oyo,Current,34885,237691,Self-Employed,0.2,True,,1854347,694,11,True,2013-06-30 01:58:08.344172080
NB_000501,Customer_501,37,Female,Kaduna,Student,185805,2139067,Employed,0.4,True,,1483648,690,20,False,2013-07-02 15:20:37.218609296
NB_000502,Customer_502,47,Female,Rivers,Current,186337,262091,Student,2.8,False,,0,492,14,True,2013-07-05 04:43:06.093046512
NB_000503,Customer_503,67,Male,Oyo,Fixed Deposit,85221,102536,Employed,5.5,False,,0,740,13,False,2013-07-07 18:05:34.967483728
NB_000504,Customer_504,44,Male,Kano,Savings,16872,358700,Unemployed,2.7,False,,0,668,15,True,2013-07-10 07:28:03.841920960
NB_000505,Customer_505,53,Male,Kaduna,Savings,198333,2428282,Self-Employed,3.3,False,,0,747,15,True,2013-07-12 20:50:32.716358176
NB_000506,Customer_506,55,Female,Kaduna,Student,24909,113482,Employed,2.0,True,,371293,582,20,True,2013-07-15 10:13:01.590795392
NB_000507,Customer_507,32,Female,Imo,Savings,23794,606347,Employed,5.6,False,,0,821,15,True,2013-07-17 23:35:30.465232608
NB_000508,Customer_508,67,Male,Osun,Savings,49159,1443789,Self-Employed,17.6,False,,0,623,15,True,2013-07-20 12:57:59.339669824
NB_000509,Customer_509,57,Male,Kano,Student,105592,2645680,Student,0.3,True,,174539,690,12,False,2013-07-23 02:20:28.214107040
NB_000510,Customer_510,65,Female,Edo,Savings,178804,40336,Unemployed,0.6,False,,0,644,13,True,2013-07-25 15:42:57.088544272
NB_000511,Customer_511,38,Male,Delta,Savings,351466,640713,Employed,2.5,False,,0,459,8,True,2013-07-28 05:05:25.962981488
NB_000512,Customer_512,36,Female,Delta,Fixed Deposit,290971,2815605,Student,1.1,False,,0,703,16,True,2013-07-30 18:27:54.837418704
NB_000513,Customer_513,20,Female,Lagos,Fixed Deposit,225015,809002,Self-Employed,0.8,False,,0,573,12,True,2013-08-02 07:50:23.711855920
NB_000514,Customer_514,29,Male,Lagos,Savings,62247,940969,Employed,2.5,False,,0,608,14,True,2013-08-04 21:12:52.586293136
NB_000515,Customer_515,66,Female,Imo,Savings,796696,1413001,Student,2.1,True,,518448,567,19,True,2013-08-07 10:35:21.460730352
NB_000516,Customer_516,52,Male,Kaduna,Savings,60709,220982,Student,1.6,True,,922146,726,14,True,2013-08-09 23:57:50.335167568
NB_000517,Customer_517,21,Female,Osun,Current,14778,89326,Student,0.0,False,,0,578,15,True,2013-08-12 13:20:19.209604800
NB_000518,Customer_518,66,Male,Lagos,Student,53029,1136281,Employed,5.7,True,Personal,486289,669,15,True,2013-08-15 02:42:48.084042016
NB_000519,Customer_519,49,Female,Kaduna,Current,293886,1177076,Employed,2.8,False,,0,634,13,False,2013-08-17 16:05:16.958479232
NB_000520,Customer_520,28,Female,Oyo,Student,129379,494443,Self-Employed,0.8,False,,0,769,15,True,2013-08-20 05:27:45.832916448
NB_000521,Customer_521,42,Female,Kano,Savings,1851116,299419,Student,1.6,False,,0,542,13,False,2013-08-22 18:50:14.707353664
NB_000522,Customer_522,21,Male,Kaduna,Savings,9741,1716383,Self-Employed,3.7,True,,1884369,651,18,True,2013-08-25 08:12:43.581790880
NB_000523,Customer_523,36,Female,Oyo,Savings,291854,132908,Retired,2.3,True,Personal,1208617,594,10,True,2013-08-27 21:35:12.456228112
NB_000524,Customer_524,68,Male,Kano,Fixed Deposit,14696,432214,Student,1.2,False,,0,515,13,False,2013-08-30 10:57:41.330665328
NB_000525,Customer_525,70,Male,Osun,Student,61460,889399,Employed,0.8,True,,1334069,608,15,True,2013-09-02 00:20:10.205102544
NB_000526,Customer_526,63,Male,Kano,Savings,722040,58686,Employed,4.8,False,,0,613,17,True,2013-09-04 13:42:39.079539760
NB_000527,Customer_527,54,Female,Osun,Savings,85674,106203,Unemployed,1.7,False,,0,368,12,True,2013-09-07 03:05:07.953976976
NB_000528,Customer_528,33,Male,Kano,Savings,1854400,600610,Employed,2.6,True,,977032,712,16,True,2013-09-09 16:27:36.828414192
NB_000529,Customer_529,21,Female,Delta,Savings,90820,1065166,Self-Employed,0.0,True,,532957,528,13,True,2013-09-12 05:50:05.702851424
NB_000530,Customer_530,52,Male,Osun,Savings,193154,172485,Retired,0.7,True,,2889204,509,18,False,2013-09-14 19:12:34.577288640
NB_000531,Customer_531,26,Female,Kaduna,Student,361463,2110210,Employed,9.7,False,,0,588,14,False,2013-09-17 08:35:03.451725856
NB_000532,Customer_532,58,Female,Anambra,Savings,1482632,1937511,Employed,1.9,False,,0,700,13,False,2013-09-19 21:57:32.326163072
NB_000533,Customer_533,65,Female,Anambra,Student,47364,435977,Student,2.3,False,,0,539,13,False,2013-09-22 11:20:01.200600288
NB_000534,Customer_534,64,Female,Oyo,Student,35603,110130,Employed,2.7,False,,0,527,12,True,2013-09-25 00:42:30.075037504
NB_000535,Customer_535,54,Male,Osun,Savings,1344414,150419,Employed,0.9,False,,0,643,16,True,2013-09-27 14:04:58.949474736
NB_000536,Customer_536,29,Male,Rivers,Savings,910670,1002557,Employed,1.3,True,Auto,880856,641,18,True,2013-09-30 03:27:27.823911952
NB_000537,Customer_537,52,Male,Oyo,Savings,26072,247970,Self-Employed,13.4,False,,0,595,13,True,2013-10-02 16:49:56.698349168
NB_000538,Customer_538,47,Female,Edo,Current,753405,1360052,Employed,1.3,False,,0,538,14,False,2013-10-05 06:12:25.572786384
NB_000539,Customer_539,72,Male,Imo,Fixed Deposit,76061,545917,Self-Employed,6.5,False,,0,612,19,False,2013-10-07 19:34:54.447223600
NB_000540,Customer_540,72,Male,Delta,Current,187065,805860,Student,1.7,False,,0,557,17,True,2013-10-10 08:57:23.321660816
NB_000541,Customer_541,24,Female,Rivers,Student,7471180,947687,Employed,8.3,False,,0,657,17,False,2013-10-12 22:19:52.196098048
NB_000542,Customer_542,65,Female,Lagos,Savings,18415,2617247,Self-Employed,3.8,False,,0,666,14,True,2013-10-15 11:42:21.070535264
NB_000543,Customer_543,29,Female,Delta,Savings,210386,1580659,Employed,3.1,False,,0,650,18,False,2013-10-18 01:04:49.944972480
NB_000544,Customer_544,27,Female,Edo,Savings,37616,308067,Employed,0.2,True,Mortgage,3191733,435,20,True,2013-10-20 14:27:18.819409696
NB_000545,Customer_545,51,Male,Oyo,Fixed Deposit,34430,364592,Employed,2.8,True,,1021568,596,24,True,2013-10-23 03:49:47.693846912
NB_000546,Customer_546,64,Female,Kano,Student,1381860,347584,Employed,0.6,False,,0,685,15,True,2013-10-25 17:12:16.568284128
NB_000547,Customer_547,20,Female,Imo,Current,394656,237525,Employed,6.7,False,,0,640,15,False,2013-10-28 06:34:45.442721360
NB_000548,Customer_548,30,Female,Osun,Savings,31049,398919,Employed,3.2,False,,0,712,20,False,2013-10-30 19:57:14.317158576
NB_000549,Customer_549,47,Male,Rivers,Savings,574377,475756,Employed,5.4,False,,0,749,20,False,2013-11-02 09:19:43.191595792
NB_000550,Customer_550,65,Female,Edo,Fixed Deposit,178829,1304348,Employed,1.5,True,,3540748,622,13,True,2013-11-04 22:42:12.066033008
NB_000551,Customer_551,74,Female,Anambra,Current,197904,158084,Employed,1.3,False,,0,544,25,True,2013-11-07 12:04:40.940470224
NB_000552,Customer_552,48,Male,Kaduna,Fixed Deposit,69716,413442,Employed,0.2,False,,0,835,18,True,2013-11-10 01:27:09.814907440
NB_000553,Customer_553,48,Male,Imo,Savings,394543,1605555,Student,0.3,False,,0,674,19,False,2013-11-12 14:49:38.689344656
NB_000554,Customer_554,48,Male,Anambra,Current,1213040,116424,Employed,0.3,True,Auto,5694066,459,22,False,2013-11-15 04:12:07.563781888
NB_000555,Customer_555,18,Female,Oyo,Fixed Deposit,31445,1076372,Self-Employed,6.0,True,Business,396486,686,6,True,2013-11-17 17:34:36.438219104
NB_000556,Customer_556,63,Male,Oyo,Savings,158414,117619,Employed,3.0,True,,2142358,689,20,False,2013-11-20 06:57:05.312656320
NB_000557,Customer_557,63,Female,Kano,Current,12610,122951,Self-Employed,0.4,False,,0,593,15,True,2013-11-22 20:19:34.187093536
NB_000558,Customer_558,20,Male,Edo,Current,82797,610611,Self-Employed,0.1,True,,878888,693,12,True,2013-11-25 09:42:03.061530752
NB_000559,Customer_559,61,Male,Oyo,Current,106398,643723,Employed,11.6,False,,0,793,17,False,2013-11-27 23:04:31.935967968
NB_000560,Customer_560,54,Male,Kaduna,Savings,197514,902816,Unemployed,5.3,False,,0,673,15,False,2013-11-30 12:27:00.810405200
NB_000561,Customer_561,41,Female,Kano,Savings,410643,1315465,Employed,2.7,False,,0,606,18,True,2013-12-03 01:49:29.684842416
NB_000562,Customer_562,38,Female,Oyo,Savings,126605,264175,Employed,3.2,False,,0,597,11,False,2013-12-05 15:11:58.559279632
NB_000563,Customer_563,29,Male,Oyo,Savings,104588,124246,Retired,2.9,True,,4460221,615,11,False,2013-12-08 04:34:27.433716848
NB_000564,Customer_564,29,Male,Kano,Savings,418980,541027,Employed,0.2,False,,0,707,14,True,2013-12-10 17:56:56.308154064
NB_000565,Customer_565,34,Female,Oyo,Savings,857445,176412,Employed,1.1,False,,0,652,19,False,2013-12-13 07:19:25.182591280
NB_000566,Customer_566,41,Female,Kano,Current,1001353,366324,Retired,0.3,False,,0,613,12,True,2013-12-15 20:41:54.057028512
NB_000567,Customer_567,55,Male,Osun,Savings,207421,298796,Self-Employed,2.9,False,,0,676,14,True,2013-12-18 10:04:22.931465728
NB_000568,Customer_568,57,Female,Rivers,Current,206873,1962473,Employed,0.8,False,,0,644,17,True,2013-12-20 23:26:51.805902944
NB_000569,Customer_569,70,Female,Oyo,Current,5705805,152669,Employed,6.4,True,,221986,705,13,True,2013-12-23 12:49:20.680340160
NB_000570,Customer_570,34,Male,Delta,Savings,66879,510987,Employed,5.8,False,,0,438,18,True,2013-12-26 02:11:49.554777376
NB_000571,Customer_571,53,Female,Delta,Savings,16384,199067,Employed,5.8,False,,0,639,17,True,2013-12-28 15:34:18.429214592
NB_000572,Customer_572,27,Female,Imo,Fixed Deposit,16763,303695,Employed,1.1,False,,0,742,14,True,2013-12-31 04:56:47.303651824
NB_000573,Customer_573,69,Male,Lagos,Current,67599,1443553,Employed,1.3,False,,0,747,12,True,2014-01-02 18:19:16.178089040
NB_000574,Customer_574,34,Male,Anambra,Savings,13516,100993,Unemployed,3.6,False,,0,650,12,True,2014-01-05 07:41:45.052526256
NB_000575,Customer_575,38,Female,Edo,Savings,1443538,76899,Employed,2.9,False,,0,611,13,True,2014-01-07 21:04:13.926963472
NB_000576,Customer_576,49,Male,Anambra,Savings,12416422,1781022,Employed,2.1,False,,0,767,15,False,2014-01-10 10:26:42.801400688
NB_000577,Customer_577,49,Male,Oyo,Current,70159,491113,Unemployed,4.6,False,,0,644,12,True,2014-01-12 23:49:11.675837904
NB_000578,Customer_578,54,Female,Kaduna,Savings,346024,704271,Self-Employed,2.0,False,,0,841,13,False,2014-01-15 13:11:40.550275136
NB_000579,Customer_579,70,Male,Delta,Current,789720,388655,Self-Employed,1.0,False,,0,773,13,False,2014-01-18 02:34:09.424712352
NB_000580,Customer_580,44,Female,Anambra,Savings,71621,215724,Employed,3.4,False,,0,812,26,True,2014-01-20 15:56:38.299149568
NB_000581,Customer_581,52,Female,Osun,Savings,71213,565842,Self-Employed,0.1,False,,0,527,16,True,2014-01-23 05:19:07.173586784
NB_000582,Customer_582,27,Female,Anambra,Savings,840735,1588697,Self-Employed,0.2,False,,0,439,11,True,2014-01-25 18:41:36.048024000
NB_000583,Customer_583,18,Female,Rivers,Fixed Deposit,567560,2086869,Employed,0.7,True,,1051933,738,14,True,2014-01-28 08:04:04.922461216
NB_000584,Customer_584,29,Male,Lagos,Student,9811,493937,Self-Employed,6.3,False,,0,543,20,False,2014-01-30 21:26:33.796898448
NB_000585,Customer_585,27,Female,Lagos,Savings,8855,384758,Employed,3.4,False,,0,508,22,True,2014-02-02 10:49:02.671335664
NB_000586,Customer_586,72,Male,Kano,Savings,3134015,996928,Student,1.1,False,,0,557,12,True,2014-02-05 00:11:31.545772880
NB_000587,Customer_587,32,Male,Kano,Current,219522,243807,Employed,3.2,False,,0,629,19,False,2014-02-07 13:34:00.420210096
NB_000588,Customer_588,27,Male,Kaduna,Savings,8084,83015,Unemployed,7.6,False,,0,791,18,False,2014-02-10 02:56:29.294647312
NB_000589,Customer_589,49,Female,Anambra,Student,29383,3352822,Employed,1.9,False,,0,668,18,True,2014-02-12 16:18:58.169084528
NB_000590,Customer_590,46,Male,Edo,Savings,462557,1112997,Self-Employed,2.5,True,,1015823,562,10,True,2014-02-15 05:41:27.043521744
NB_000591,Customer_591,58,Male,Delta,Student,98263,788840,Self-Employed,3.9,True,,237930,803,13,False,2014-02-17 19:03:55.917958976
NB_000592,Customer_592,27,Male,Rivers,Savings,3571344,235907,Employed,1.4,False,,0,572,18,True,2014-02-20 08:26:24.792396192
NB_000593,Customer_593,48,Female,Oyo,Savings,44429,691302,Employed,7.5,False,,0,648,11,True,2014-02-22 21:48:53.666833408
NB_000594,Customer_594,28,Male,Kaduna,Savings,457852,650959,Employed,0.6,False,,0,551,22,False,2014-02-25 11:11:22.541270624
NB_000595,Customer_595,27,Male,Edo,Current,296309,199607,Employed,3.1,True,,5499018,743,16,False,2014-02-28 00:33:51.415707840
NB_000596,Customer_596,29,Female,Imo,Savings,310508,905313,Retired,0.9,False,,0,701,20,True,2014-03-02 13:56:20.290145056
NB_000597,Customer_597,49,Male,Rivers,Savings,72434,443760,Student,3.0,False,,0,638,17,False,2014-03-05 03:18:49.164582288
NB_000598,Customer_598,57,Male,Edo,Current,23796,915045,Employed,9.9,True,,878335,523,14,True,2014-03-07 16:41:18.039019504
NB_000599,Customer_599,53,Male,Imo,Savings,15188,75880,Employed,2.8,False,,0,577,12,True,2014-03-10 06:03:46.913456720
NB_000600,Customer_600,43,Female,Delta,Savings,178986,1361604,Employed,1.2,True,,2627334,577,21,True,2014-03-12 19:26:15.787893936
NB_000601,Customer_601,24,Male,Lagos,Savings,553033,1019071,Self-Employed,1.6,True,,221616,654,12,False,2014-03-15 08:48:44.662331152
NB_000602,Customer_602,70,Female,Delta,Current,257443,1423906,Employed,0.7,True,,260689,717,18,False,2014-03-17 22:11:13.536768368
NB_000603,Customer_603,27,Male,Kaduna,Savings,241873,833483,Employed,4.2,False,,0,788,13,False,2014-03-20 11:33:42.411205600
NB_000604,Customer_604,39,Male,Anambra,Fixed Deposit,335149,83809,Employed,1.8,False,,0,652,12,False,2014-03-23 00:56:11.285642816
NB_000605,Customer_605,49,Female,Imo,Savings,128237,251579,Employed,0.0,True,,1017217,558,17,True,2014-03-25 14:18:40.160080032
NB_000606,Customer_606,36,Male,Delta,Savings,121380,529037,Employed,3.8,False,,0,625,18,True,2014-03-28 03:41:09.034517248
NB_000607,Customer_607,19,Female,Oyo,Student,178894,285937,Employed,8.2,False,,0,758,14,True,2014-03-30 17:03:37.908954464
NB_000608,Customer_608,46,Male,Lagos,Current,192540,386618,Self-Employed,1.1,False,,0,784,11,True,2014-04-02 06:26:06.783391680
NB_000609,Customer_609,27,Female,Anambra,Fixed Deposit,101022,193424,Employed,1.6,False,,0,528,15,True,2014-04-04 19:48:35.657828912
NB_000610,Customer_610,50,Female,Kano,Current,3480736,104044,Retired,2.6,False,,0,449,25,True,2014-04-07 09:11:04.532266128
NB_000611,Customer_611,32,Male,Kaduna,Student,1739,1075469,Employed,4.0,False,,0,673,18,True,2014-04-09 22:33:33.406703344
NB_000612,Customer_612,63,Female,Anambra,Current,410710,327890,Student,4.4,False,,0,465,15,True,2014-04-12 11:56:02.281140560
NB_000613,Customer_613,68,Female,Imo,Current,290149,422179,Employed,5.8,False,,0,629,15,True,2014-04-15 01:18:31.155577776
NB_000614,Customer_614,31,Female,Kaduna,Current,121397,198352,Retired,4.8,False,,0,710,11,True,2014-04-17 14:41:00.030014992
NB_000615,Customer_615,62,Male,Kano,Savings,163606,657084,Self-Employed,9.1,False,,0,740,11,True,2014-04-20 04:03:28.904452224
NB_000616,Customer_616,68,Female,Anambra,Student,747546,48030,Employed,1.0,False,,0,573,16,True,2014-04-22 17:25:57.778889440
NB_000617,Customer_617,63,Male,Kano,Savings,47390,377633,Self-Employed,0.2,True,,261574,779,15,False,2014-04-25 06:48:26.653326656
NB_000618,Customer_618,57,Male,Imo,Savings,1620056,341641,Student,5.7,True,,541671,589,18,False,2014-04-27 20:10:55.527763872
NB_000619,Customer_619,64,Female,Lagos,Savings,1171330,700316,Employed,17.5,False,,0,676,11,True,2014-04-30 09:33:24.402201088
NB_000620,Customer_620,51,Female,Lagos,Savings,99336,73788,Employed,3.2,False,,0,615,17,True,2014-05-02 22:55:53.276638304
NB_000621,Customer_621,58,Male,Rivers,Savings,70398,345851,Employed,6.0,False,,0,569,12,True,2014-05-05 12:18:22.151075536
NB_000622,Customer_622,39,Female,Rivers,Current,251819,836570,Employed,2.9,True,,2203590,531,23,True,2014-05-08 01:40:51.025512752
NB_000623,Customer_623,51,Male,Kano,Savings,434988,907822,Employed,4.3,False,,0,826,17,True,2014-05-10 15:03:19.899949968
NB_000624,Customer_624,71,Female,Imo,Fixed Deposit,50055,250885,Employed,0.8,False,,0,732,6,True,2014-05-13 04:25:48.774387184
NB_000625,Customer_625,61,Male,Kano,Savings,4282298,489785,Employed,2.8,False,,0,700,18,False,2014-05-15 17:48:17.648824400
NB_000626,Customer_626,18,Female,Osun,Current,27491,1114731,Employed,1.7,False,,0,772,14,False,2014-05-18 07:10:46.523261616
NB_000627,Customer_627,28,Female,Delta,Savings,110048,316161,Employed,1.0,False,,0,584,15,True,2014-05-20 20:33:15.397698832
NB_000628,Customer_628,48,Female,Lagos,Savings,204821,67436,Unemployed,1.9,False,,0,623,9,True,2014-05-23 09:55:44.272136064
NB_000629,Customer_629,60,Female,Anambra,Savings,2065817,1233451,Employed,0.3,True,,4816989,747,18,True,2014-05-25 23:18:13.146573280
NB_000630,Customer_630,30,Female,Edo,Savings,107111,106089,Retired,1.6,True,,1726366,692,10,True,2014-05-28 12:40:42.021010496
NB_000631,Customer_631,64,Female,Oyo,Current,48478,251252,Employed,0.3,False,,0,850,10,True,2014-05-31 02:03:10.895447712
NB_000632,Customer_632,46,Male,Kaduna,Savings,385715,474959,Self-Employed,0.5,True,,729599,545,8,True,2014-06-02 15:25:39.769884928
NB_000633,Customer_633,29,Female,Kano,Fixed Deposit,40835,1039420,Employed,1.4,False,,0,624,16,True,2014-06-05 04:48:08.644322144
NB_000634,Customer_634,42,Female,Kano,Current,364693,5054474,Employed,0.9,False,,0,675,15,False,2014-06-07 18:10:37.518759376
NB_000635,Customer_635,29,Male,Oyo,Fixed Deposit,5531,61587,Employed,0.9,False,,0,743,22,False,2014-06-10 07:33:06.393196592
NB_000636,Customer_636,47,Male,Kaduna,Savings,245507,262807,Self-Employed,1.0,False,,0,777,17,True,2014-06-12 20:55:35.267633808
NB_000637,Customer_637,69,Female,Kaduna,Savings,15648,852417,Employed,1.8,True,Auto,399331,633,22,False,2014-06-15 10:18:04.142071024
NB_000638,Customer_638,44,Male,Delta,Current,144578,4486344,Employed,2.2,True,Business,4395408,512,17,True,2014-06-17 23:40:33.016508240
NB_000639,Customer_639,22,Female,Lagos,Savings,169860,610249,Employed,2.6,False,,0,818,15,True,2014-06-20 13:03:01.890945456
NB_000640,Customer_640,62,Male,Rivers,Savings,29963,868862,Employed,1.2,True,,283219,599,17,True,2014-06-23 02:25:30.765382688
NB_000641,Customer_641,59,Male,Delta,Savings,678978,1693262,Employed,1.9,False,,0,741,23,False,2014-06-25 15:47:59.639819904
NB_000642,Customer_642,66,Male,Kano,Current,206276,140682,Self-Employed,2.2,False,,0,618,26,True,2014-06-28 05:10:28.514257120
NB_000643,Customer_643,69,Male,Edo,Current,306344,424486,Employed,0.4,True,,851740,653,17,False,2014-06-30 18:32:57.388694336
NB_000644,Customer_644,37,Male,Osun,Savings,100344,182930,Employed,0.1,True,,14756877,611,12,True,2014-07-03 07:55:26.263131552
NB_000645,Customer_645,34,Female,Osun,Savings,131147,449391,Self-Employed,0.5,True,Auto,1958700,540,16,True,2014-07-05 21:17:55.137568768
NB_000646,Customer_646,35,Female,Edo,Savings,126232,679815,Self-Employed,1.2,False,,0,631,13,True,2014-07-08 10:40:24.012006000
NB_000647,Customer_647,41,Female,Imo,Savings,44987,363071,Employed,2.4,True,Auto,470251,671,16,True,2014-07-11 00:02:52.886443216
NB_000648,Customer_648,34,Female,Anambra,Fixed Deposit,176739,689399,Self-Employed,5.5,False,,0,665,16,True,2014-07-13 13:25:21.760880432
NB_000649,Customer_649,54,Male,Anambra,Fixed Deposit,172390,418981,Self-Employed,1.0,True,,2484473,692,14,True,2014-07-16 02:47:50.635317648
NB_000650,Customer_650,74,Female,Lagos,Current,397275,357907,Retired,1.7,False,,0,768,24,True,2014-07-18 16:10:19.509754864
NB_000651,Customer_651,36,Female,Kaduna,Fixed Deposit,163222,137901,Self-Employed,0.1,False,,0,603,7,True,2014-07-21 05:32:48.384192080
NB_000652,Customer_652,32,Female,Imo,Savings,94258,530710,Student,0.4,False,,0,688,21,False,2014-07-23 18:55:17.258629312
NB_000653,Customer_653,54,Female,Delta,Savings,210774,1861361,Employed,8.7,True,,19308199,634,13,True,2014-07-26 08:17:46.133066528
NB_000654,Customer_654,60,Female,Rivers,Savings,104811,290317,Employed,2.6,True,Business,129675,393,6,True,2014-07-28 21:40:15.007503744
NB_000655,Customer_655,19,Female,Oyo,Current,47867,849406,Employed,1.2,False,,0,714,15,True,2014-07-31 11:02:43.881940960
NB_000656,Customer_656,18,Male,Anambra,Savings,1111757,271059,Employed,4.1,True,Personal,833069,697,18,False,2014-08-03 00:25:12.756378176
NB_000657,Customer_657,35,Male,Kano,Savings,68268,258941,Employed,0.1,True,Personal,6846927,622,12,True,2014-08-05 13:47:41.630815392
NB_000658,Customer_658,67,Female,Osun,Current,27637,254006,Self-Employed,9.3,False,,0,683,14,False,2014-08-08 03:10:10.505252608
NB_000659,Customer_659,74,Female,Delta,Current,33342,399629,Employed,3.8,True,,730831,584,16,True,2014-08-10 16:32:39.379689824
NB_000660,Customer_660,20,Female,Imo,Current,1038201,152680,Self-Employed,5.2,True,,2515151,728,12,True,2014-08-13 05:55:08.254127040
NB_000661,Customer_661,46,Female,Oyo,Fixed Deposit,209489,118443,Employed,15.3,False,,0,653,11,False,2014-08-15 19:17:37.128564256
NB_000662,Customer_662,71,Male,Osun,Fixed Deposit,42016,997180,Self-Employed,1.8,True,Personal,264393,456,15,False,2014-08-18 08:40:06.003001504
NB_000663,Customer_663,44,Male,Oyo,Savings,64792,95312,Employed,2.0,False,,0,756,21,False,2014-08-20 22:02:34.877438720
NB_000664,Customer_664,50,Male,Rivers,Savings,13520,956465,Employed,8.9,False,,0,707,13,False,2014-08-23 11:25:03.751875936
NB_000665,Customer_665,50,Male,Oyo,Savings,108024,123743,Employed,4.6,False,,0,677,19,True,2014-08-26 00:47:32.626313152
NB_000666,Customer_666,64,Female,Lagos,Savings,70028,1197578,Student,2.4,False,,0,509,20,False,2014-08-28 14:10:01.500750368
NB_000667,Customer_667,36,Female,Kaduna,Savings,313895,142067,Employed,5.2,False,,0,686,18,True,2014-08-31 03:32:30.375187584
NB_000668,Customer_668,57,Female,Anambra,Fixed Deposit,31313,93034,Employed,4.1,True,Business,164560,576,23,False,2014-09-02 16:54:59.249624800
